2024-11-14 10:27:10 INFO SC001 (TO: TO_CO_TFTU000018, CO: CO_TFTU000018, PICK) driving to QC003; 31 s; 172693 mm
2024-11-14 10:34:23 INFO SC004 (TO: TO_CO_TFTU000072, CO: CO_TFTU000072, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 10:34:23 INFO SC015 (TO: TO_CO_TFTU000051, CO: CO_TFTU000051, DROP) working at WS003.01; 60 s
2024-11-14 10:34:27 INFO SC020 (TO: TO_CO_TFTU000066, CO: CO_TFTU000066, PICK) working at QC004; 60 s
2024-11-14 10:34:33 INFO SC002 (TO: TO_CO_TFTU000023, CO: CO_TFTU000023, DROP) finished at WS015.01
2024-11-14 10:34:33 INFO SC002 (TO: TO_CO_TFTU000085, CO: CO_TFTU000085, PICK) driving to RAIL001.65; 143 s; 794833 mm
2024-11-14 10:34:39 INFO SC019 (TO: TO_CO_TFTU000056, CO: CO_TFTU000056, DROP) working at WS003.01; 60 s
2024-11-14 10:34:39 INFO SC003 (TO: TO_CO_TFTU000032, CO: CO_TFTU000032, DROP) finished at YARD001.25
2024-11-14 10:34:39 INFO SC003 (TO: TO_CO_TFTU000045, CO: CO_TFTU000045, PICK) driving to QC003; 13 s; 72657 mm
2024-11-14 10:34:40 INFO SC008 (TO: TO_CO_TFTU000063, CO: CO_TFTU000063, PICK) working at QC003; 60 s
2024-11-14 10:34:43 INFO SC016 (TO: TO_CO_TFTU000033, CO: CO_TFTU000033, PICK) working at RAIL001.81; 61 s
2024-11-14 10:34:47 INFO SC013 (TO: TO_CO_TFTU000059, CO: CO_TFTU000059, PICK) working at QC006; 61 s
2024-11-14 10:34:47 INFO SC007 (TO: TO_CO_TFTU000071, CO: CO_TFTU000071, PICK) working at QC005; 60 s
2024-11-14 10:34:47 INFO SC005 (TO: TO_CO_TFTU000027, CO: CO_TFTU000027, DROP) working at WS007.01; 60 s
2024-11-14 10:34:52 INFO SC003 (TO: TO_CO_TFTU000045, CO: CO_TFTU000045, PICK) working at QC003; 60 s
2024-11-14 10:34:54 INFO SC010 (TO: TO_CO_TFTU000026, CO: CO_TFTU000026, DROP) finished at YARD001.54
2024-11-14 10:34:54 INFO SC010 (TO: TO_CO_TFTU000037, CO: CO_TFTU000037, PICK) driving to QC006; 11 s; 62713 mm
2024-11-14 10:34:57 INFO SC017 (TO: TO_CO_TFTU000029, CO: CO_TFTU000029, DROP) working at WS007.01; 60 s
2024-11-14 10:35:01 INFO SC012 (TO: TO_CO_TFTU000074, CO: CO_TFTU000074, PICK) working at QC005; 60 s
2024-11-14 10:35:06 INFO SC010 (TO: TO_CO_TFTU000037, CO: CO_TFTU000037, PICK) working at QC006; 61 s
2024-11-14 10:35:16 INFO SC011 (TO: TO_CO_TFTU000052, CO: CO_TFTU000052, DROP) finished at YARD001.46
2024-11-14 10:35:16 INFO SC011 (TO: TO_CO_TFTU000069, CO: CO_TFTU000069, PICK) driving to QC006; 18 s; 102637 mm
2024-11-14 10:35:23 INFO SC015 (TO: TO_CO_TFTU000051, CO: CO_TFTU000051, DROP) finished at WS003.01
2024-11-14 10:35:23 INFO SC015 (TO: TO_CO_TFTU000067, CO: CO_TFTU000067, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 10:35:27 INFO SC020 (TO: TO_CO_TFTU000066, CO: CO_TFTU000066, PICK) finished at QC004
2024-11-14 10:35:27 INFO SC020 (TO: TO_CO_TFTU000066, CO: CO_TFTU000066, DROP) driving to YARD001.31; 9 s; 52176 mm
2024-11-14 10:35:36 INFO SC020 (TO: TO_CO_TFTU000066, CO: CO_TFTU000066, DROP) working at YARD001.31; 60 s
2024-11-14 10:35:39 INFO SC019 (TO: TO_CO_TFTU000056, CO: CO_TFTU000056, DROP) finished at WS003.01
2024-11-14 10:35:39 INFO SC019 (TO: TO_CO_TFTU000035, CO: CO_TFTU000035, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 10:35:40 INFO SC008 (TO: TO_CO_TFTU000063, CO: CO_TFTU000063, PICK) finished at QC003
2024-11-14 10:35:40 INFO SC008 (TO: TO_CO_TFTU000063, CO: CO_TFTU000063, DROP) driving to YARD001.10; 29 s; 162693 mm
2024-11-14 10:35:43 INFO SC016 (TO: TO_CO_TFTU000033, CO: CO_TFTU000033, PICK) finished at RAIL001.81
2024-11-14 10:35:43 INFO SC016 (TO: TO_CO_TFTU000033, CO: CO_TFTU000033, DROP) driving to WS003.01; 100 s; 553167 mm
2024-11-14 10:35:47 INFO SC013 (TO: TO_CO_TFTU000059, CO: CO_TFTU000059, PICK) finished at QC006
2024-11-14 10:35:47 INFO SC013 (TO: TO_CO_TFTU000059, CO: CO_TFTU000059, DROP) driving to YARD001.58; 18 s; 102713 mm
2024-11-14 10:35:47 INFO SC014 (TO: TO_CO_TFTU000053, CO: CO_TFTU000053, PICK) waited at QC006; 34 s
2024-11-14 10:35:47 INFO SC014 (TO: TO_CO_TFTU000053, CO: CO_TFTU000053, PICK) working at QC006; 60 s
2024-11-14 10:35:47 INFO SC007 (TO: TO_CO_TFTU000071, CO: CO_TFTU000071, PICK) finished at QC005
2024-11-14 10:35:47 INFO SC007 (TO: TO_CO_TFTU000071, CO: CO_TFTU000071, DROP) driving to WS002.01; 34 s; 186343 mm
2024-11-14 10:35:47 INFO SC004 (TO: TO_CO_TFTU000072, CO: CO_TFTU000072, PICK) waited at QC005; 41 s
2024-11-14 10:35:47 INFO SC004 (TO: TO_CO_TFTU000072, CO: CO_TFTU000072, PICK) working at QC005; 60 s
2024-11-14 10:35:47 INFO SC005 (TO: TO_CO_TFTU000027, CO: CO_TFTU000027, DROP) finished at WS007.01
2024-11-14 10:35:47 INFO SC005 (TO: TO_CO_TFTU000073, CO: CO_TFTU000073, PICK) driving to QC005; 61 s; 336343 mm
2024-11-14 10:35:52 INFO SC003 (TO: TO_CO_TFTU000045, CO: CO_TFTU000045, PICK) finished at QC003
2024-11-14 10:35:52 INFO SC003 (TO: TO_CO_TFTU000045, CO: CO_TFTU000045, DROP) driving to YARD001.20; 11 s; 62693 mm
2024-11-14 10:35:57 INFO SC017 (TO: TO_CO_TFTU000029, CO: CO_TFTU000029, DROP) finished at WS007.01
2024-11-14 10:35:57 INFO SC017 (TO: TO_CO_TFTU000065, CO: CO_TFTU000065, PICK) driving to QC003; 74 s; 410685 mm
2024-11-14 10:36:01 INFO SC012 (TO: TO_CO_TFTU000074, CO: CO_TFTU000074, PICK) finished at QC005
2024-11-14 10:36:01 INFO SC012 (TO: TO_CO_TFTU000074, CO: CO_TFTU000074, DROP) driving to YARD001.24; 40 s; 222193 mm
2024-11-14 10:36:01 INFO SC009 (TO: TO_CO_TFTU000036, CO: CO_TFTU000036, PICK) waited at QC005; 31 s
2024-11-14 10:36:01 INFO SC009 (TO: TO_CO_TFTU000036, CO: CO_TFTU000036, PICK) working at QC005; 60 s
2024-11-14 10:36:04 INFO SC003 (TO: TO_CO_TFTU000045, CO: CO_TFTU000045, DROP) working at YARD001.20; 61 s
2024-11-14 10:36:06 INFO SC013 (TO: TO_CO_TFTU000059, CO: CO_TFTU000059, DROP) working at YARD001.58; 61 s
2024-11-14 10:36:06 INFO SC010 (TO: TO_CO_TFTU000037, CO: CO_TFTU000037, PICK) finished at QC006
2024-11-14 10:36:06 INFO SC010 (TO: TO_CO_TFTU000037, CO: CO_TFTU000037, DROP) driving to WS010.01; 106 s; 586787 mm
2024-11-14 10:36:06 INFO SC011 (TO: TO_CO_TFTU000069, CO: CO_TFTU000069, PICK) waited at QC006; 31 s
2024-11-14 10:36:06 INFO SC011 (TO: TO_CO_TFTU000069, CO: CO_TFTU000069, PICK) working at QC006; 61 s
2024-11-14 10:36:10 INFO SC008 (TO: TO_CO_TFTU000063, CO: CO_TFTU000063, DROP) working at YARD001.10; 61 s
2024-11-14 10:36:21 INFO SC007 (TO: TO_CO_TFTU000071, CO: CO_TFTU000071, DROP) working at WS002.01; 60 s
2024-11-14 10:36:36 INFO SC020 (TO: TO_CO_TFTU000066, CO: CO_TFTU000066, DROP) finished at YARD001.31
2024-11-14 10:36:36 INFO SC020 (TO: TO_CO_TFTU000031, CO: CO_TFTU000031, PICK) driving to QC004; 9 s; 52176 mm
2024-11-14 10:36:41 INFO SC012 (TO: TO_CO_TFTU000074, CO: CO_TFTU000074, DROP) working at YARD001.24; 60 s
2024-11-14 10:36:46 INFO SC020 (TO: TO_CO_TFTU000031, CO: CO_TFTU000031, PICK) working at QC004; 61 s
2024-11-14 10:36:48 INFO SC014 (TO: TO_CO_TFTU000053, CO: CO_TFTU000053, PICK) finished at QC006
2024-11-14 10:36:48 INFO SC014 (TO: TO_CO_TFTU000053, CO: CO_TFTU000053, DROP) driving to WS003.01; 61 s; 336787 mm
2024-11-14 10:36:48 INFO SC018 (TO: TO_CO_TFTU000090, CO: CO_TFTU000090, PICK) waited at QC006; 58 s
2024-11-14 10:36:48 INFO SC018 (TO: TO_CO_TFTU000090, CO: CO_TFTU000090, PICK) working at QC006; 60 s
2024-11-14 10:36:48 INFO SC004 (TO: TO_CO_TFTU000072, CO: CO_TFTU000072, PICK) finished at QC005
2024-11-14 10:36:48 INFO SC004 (TO: TO_CO_TFTU000072, CO: CO_TFTU000072, DROP) driving to YARD001.14; 58 s; 322193 mm
2024-11-14 10:36:48 INFO SC001 (TO: TO_CO_TFTU000068, CO: CO_TFTU000068, PICK) waited at QC005; 54 s
2024-11-14 10:36:48 INFO SC001 (TO: TO_CO_TFTU000068, CO: CO_TFTU000068, PICK) working at QC005; 60 s
2024-11-14 10:36:56 INFO SC002 (TO: TO_CO_TFTU000085, CO: CO_TFTU000085, PICK) working at RAIL001.65; 60 s
2024-11-14 10:37:02 INFO SC009 (TO: TO_CO_TFTU000036, CO: CO_TFTU000036, PICK) finished at QC005
2024-11-14 10:37:02 INFO SC009 (TO: TO_CO_TFTU000036, CO: CO_TFTU000036, DROP) driving to WS010.01; 88 s; 486343 mm
2024-11-14 10:37:02 INFO SC006 (TO: TO_CO_TFTU000082, CO: CO_TFTU000082, PICK) waited at QC005; 62 s
2024-11-14 10:37:02 INFO SC006 (TO: TO_CO_TFTU000082, CO: CO_TFTU000082, PICK) working at QC005; 60 s
2024-11-14 10:37:04 INFO SC003 (TO: TO_CO_TFTU000045, CO: CO_TFTU000045, DROP) finished at YARD001.20
2024-11-14 10:37:04 INFO SC003 (TO: TO_CO_TFTU000064, CO: CO_TFTU000064, PICK) driving to QC003; 11 s; 62693 mm
2024-11-14 10:37:06 INFO SC013 (TO: TO_CO_TFTU000059, CO: CO_TFTU000059, DROP) finished at YARD001.58
2024-11-14 10:37:06 INFO SC013 (TO: TO_CO_TFTU000070, CO: CO_TFTU000070, PICK) driving to QC007; 15 s; 82227 mm
2024-11-14 10:37:07 INFO SC011 (TO: TO_CO_TFTU000069, CO: CO_TFTU000069, PICK) finished at QC006
2024-11-14 10:37:07 INFO SC011 (TO: TO_CO_TFTU000069, CO: CO_TFTU000069, DROP) driving to WS002.01; 52 s; 286787 mm
2024-11-14 10:37:10 INFO SC008 (TO: TO_CO_TFTU000063, CO: CO_TFTU000063, DROP) finished at YARD001.10
2024-11-14 10:37:10 INFO SC008 (TO: TO_CO_TFTU000039, CO: CO_TFTU000039, PICK) driving to RAIL001.01; 34 s; 187317 mm
2024-11-14 10:37:11 INFO SC017 (TO: TO_CO_TFTU000065, CO: CO_TFTU000065, PICK) working at QC003; 60 s
2024-11-14 10:37:16 INFO SC003 (TO: TO_CO_TFTU000064, CO: CO_TFTU000064, PICK) working at QC003; 61 s
2024-11-14 10:37:21 INFO SC013 (TO: TO_CO_TFTU000070, CO: CO_TFTU000070, PICK) working at QC007; 60 s
2024-11-14 10:37:21 INFO SC007 (TO: TO_CO_TFTU000071, CO: CO_TFTU000071, DROP) finished at WS002.01
2024-11-14 10:37:21 INFO SC007 (TO: TO_CO_TFTU000089, CO: CO_TFTU000089, PICK) driving to QC005; 34 s; 186343 mm
2024-11-14 10:37:23 INFO SC016 (TO: TO_CO_TFTU000033, CO: CO_TFTU000033, DROP) working at WS003.01; 60 s
2024-11-14 10:37:41 INFO SC012 (TO: TO_CO_TFTU000074, CO: CO_TFTU000074, DROP) finished at YARD001.24
2024-11-14 10:37:41 INFO SC012 (TO: TO_CO_TFTU000086, CO: CO_TFTU000086, PICK) driving to QC003; 11 s; 62657 mm
2024-11-14 10:37:44 INFO SC008 (TO: TO_CO_TFTU000039, CO: CO_TFTU000039, PICK) working at RAIL001.01; 60 s
2024-11-14 10:37:46 INFO SC004 (TO: TO_CO_TFTU000072, CO: CO_TFTU000072, DROP) working at YARD001.14; 60 s
2024-11-14 10:37:46 INFO SC020 (TO: TO_CO_TFTU000031, CO: CO_TFTU000031, PICK) finished at QC004
2024-11-14 10:37:46 INFO SC020 (TO: TO_CO_TFTU000031, CO: CO_TFTU000031, DROP) driving to WS012.01; 101 s; 561202 mm
2024-11-14 10:37:48 INFO SC018 (TO: TO_CO_TFTU000090, CO: CO_TFTU000090, PICK) finished at QC006
2024-11-14 10:37:48 INFO SC018 (TO: TO_CO_TFTU000090, CO: CO_TFTU000090, DROP) driving to YARD001.52; 8 s; 42713 mm
2024-11-14 10:37:48 INFO SC014 (TO: TO_CO_TFTU000053, CO: CO_TFTU000053, DROP) working at WS003.01; 60 s
2024-11-14 10:37:48 INFO SC001 (TO: TO_CO_TFTU000068, CO: CO_TFTU000068, PICK) finished at QC005
2024-11-14 10:37:48 INFO SC001 (TO: TO_CO_TFTU000068, CO: CO_TFTU000068, DROP) driving to YARD001.05; 71 s; 392193 mm
2024-11-14 10:37:48 INFO SC015 (TO: TO_CO_TFTU000067, CO: CO_TFTU000067, PICK) waited at QC005; 102 s
2024-11-14 10:37:48 INFO SC015 (TO: TO_CO_TFTU000067, CO: CO_TFTU000067, PICK) working at QC005; 60 s
2024-11-14 10:37:52 INFO SC010 (TO: TO_CO_TFTU000037, CO: CO_TFTU000037, DROP) working at WS010.01; 60 s
2024-11-14 10:37:56 INFO SC018 (TO: TO_CO_TFTU000090, CO: CO_TFTU000090, DROP) working at YARD001.52; 60 s
2024-11-14 10:37:56 INFO SC002 (TO: TO_CO_TFTU000085, CO: CO_TFTU000085, PICK) finished at RAIL001.65
2024-11-14 10:37:56 INFO SC002 (TO: TO_CO_TFTU000085, CO: CO_TFTU000085, DROP) driving to WS003.01; 91 s; 505167 mm
2024-11-14 10:37:58 INFO SC011 (TO: TO_CO_TFTU000069, CO: CO_TFTU000069, DROP) working at WS002.01; 60 s
2024-11-14 10:38:02 INFO SC006 (TO: TO_CO_TFTU000082, CO: CO_TFTU000082, PICK) finished at QC005
2024-11-14 10:38:02 INFO SC006 (TO: TO_CO_TFTU000082, CO: CO_TFTU000082, DROP) driving to YARD001.31; 27 s; 152193 mm
2024-11-14 10:38:02 INFO SC019 (TO: TO_CO_TFTU000035, CO: CO_TFTU000035, PICK) waited at QC005; 100 s
2024-11-14 10:38:02 INFO SC019 (TO: TO_CO_TFTU000035, CO: CO_TFTU000035, PICK) working at QC005; 60 s
2024-11-14 10:38:11 INFO SC017 (TO: TO_CO_TFTU000065, CO: CO_TFTU000065, PICK) finished at QC003
2024-11-14 10:38:11 INFO SC017 (TO: TO_CO_TFTU000065, CO: CO_TFTU000065, DROP) driving to WS004.01; 65 s; 360685 mm
2024-11-14 10:38:11 INFO SC012 (TO: TO_CO_TFTU000086, CO: CO_TFTU000086, PICK) waited at QC003; 18 s
2024-11-14 10:38:11 INFO SC012 (TO: TO_CO_TFTU000086, CO: CO_TFTU000086, PICK) working at QC003; 61 s
2024-11-14 10:38:16 INFO SC003 (TO: TO_CO_TFTU000064, CO: CO_TFTU000064, PICK) finished at QC003
2024-11-14 10:38:16 INFO SC003 (TO: TO_CO_TFTU000064, CO: CO_TFTU000064, DROP) driving to YARD001.45; 49 s; 272657 mm
2024-11-14 10:38:21 INFO SC013 (TO: TO_CO_TFTU000070, CO: CO_TFTU000070, PICK) finished at QC007
2024-11-14 10:38:21 INFO SC013 (TO: TO_CO_TFTU000070, CO: CO_TFTU000070, DROP) driving to YARD001.36; 54 s; 302227 mm
2024-11-14 10:38:23 INFO SC016 (TO: TO_CO_TFTU000033, CO: CO_TFTU000033, DROP) finished at WS003.01
2024-11-14 10:38:23 INFO SC016 (TO: TO_CO_TFTU000096, CO: CO_TFTU000096, PICK) driving to QC003; 56 s; 310685 mm
2024-11-14 10:38:29 INFO SC009 (TO: TO_CO_TFTU000036, CO: CO_TFTU000036, DROP) working at WS010.01; 60 s
2024-11-14 10:38:30 INFO SC006 (TO: TO_CO_TFTU000082, CO: CO_TFTU000082, DROP) working at YARD001.31; 61 s
2024-11-14 10:38:44 INFO SC008 (TO: TO_CO_TFTU000039, CO: CO_TFTU000039, PICK) finished at RAIL001.01
2024-11-14 10:38:44 INFO SC008 (TO: TO_CO_TFTU000039, CO: CO_TFTU000039, DROP) driving to WS003.01; 88 s; 486833 mm
2024-11-14 10:38:46 INFO SC004 (TO: TO_CO_TFTU000072, CO: CO_TFTU000072, DROP) finished at YARD001.14
2024-11-14 10:38:46 INFO SC004 (TO: TO_CO_TFTU000062, CO: CO_TFTU000062, PICK) driving to QC001; 11 s; 62657 mm
2024-11-14 10:38:48 INFO SC014 (TO: TO_CO_TFTU000053, CO: CO_TFTU000053, DROP) finished at WS003.01
2024-11-14 10:38:48 INFO SC014 (TO: TO_CO_TFTU000104, CO: CO_TFTU000104, PICK) driving to QC005; 43 s; 236343 mm
2024-11-14 10:38:49 INFO SC015 (TO: TO_CO_TFTU000067, CO: CO_TFTU000067, PICK) finished at QC005
2024-11-14 10:38:49 INFO SC015 (TO: TO_CO_TFTU000067, CO: CO_TFTU000067, DROP) driving to WS001.01; 25 s; 136343 mm
2024-11-14 10:38:49 INFO SC005 (TO: TO_CO_TFTU000073, CO: CO_TFTU000073, PICK) waited at QC005; 121 s
2024-11-14 10:38:49 INFO SC005 (TO: TO_CO_TFTU000073, CO: CO_TFTU000073, PICK) working at QC005; 60 s
2024-11-14 10:38:52 INFO SC010 (TO: TO_CO_TFTU000037, CO: CO_TFTU000037, DROP) finished at WS010.01
2024-11-14 10:38:52 INFO SC010 (TO: TO_CO_TFTU000100, CO: CO_TFTU000100, PICK) driving to QC005; 88 s; 486343 mm
2024-11-14 10:38:56 INFO SC018 (TO: TO_CO_TFTU000090, CO: CO_TFTU000090, DROP) finished at YARD001.52
2024-11-14 10:38:56 INFO SC018 (TO: TO_CO_TFTU000075, CO: CO_TFTU000075, PICK) driving to QC006; 8 s; 42713 mm
2024-11-14 10:38:57 INFO SC004 (TO: TO_CO_TFTU000062, CO: CO_TFTU000062, PICK) working at QC001; 60 s
2024-11-14 10:38:58 INFO SC011 (TO: TO_CO_TFTU000069, CO: CO_TFTU000069, DROP) finished at WS002.01
2024-11-14 10:38:58 INFO SC011 (TO: TO_CO_TFTU000103, CO: CO_TFTU000103, PICK) driving to QC003; 47 s; 260685 mm
2024-11-14 10:38:59 INFO SC001 (TO: TO_CO_TFTU000068, CO: CO_TFTU000068, DROP) working at YARD001.05; 60 s
2024-11-14 10:39:03 INFO SC019 (TO: TO_CO_TFTU000035, CO: CO_TFTU000035, PICK) finished at QC005
2024-11-14 10:39:03 INFO SC019 (TO: TO_CO_TFTU000035, CO: CO_TFTU000035, DROP) driving to WS010.01; 88 s; 486343 mm
2024-11-14 10:39:03 INFO SC007 (TO: TO_CO_TFTU000089, CO: CO_TFTU000089, PICK) waited at QC005; 68 s
2024-11-14 10:39:03 INFO SC007 (TO: TO_CO_TFTU000089, CO: CO_TFTU000089, PICK) working at QC005; 60 s
2024-11-14 10:39:04 INFO SC018 (TO: TO_CO_TFTU000075, CO: CO_TFTU000075, PICK) working at QC006; 60 s
2024-11-14 10:39:06 INFO SC003 (TO: TO_CO_TFTU000064, CO: CO_TFTU000064, DROP) working at YARD001.45; 61 s
2024-11-14 10:39:12 INFO SC012 (TO: TO_CO_TFTU000086, CO: CO_TFTU000086, PICK) finished at QC003
2024-11-14 10:39:12 INFO SC012 (TO: TO_CO_TFTU000086, CO: CO_TFTU000086, DROP) driving to WS002.01; 47 s; 260685 mm
2024-11-14 10:39:13 INFO SC015 (TO: TO_CO_TFTU000067, CO: CO_TFTU000067, DROP) working at WS001.01; 60 s
2024-11-14 10:39:16 INFO SC013 (TO: TO_CO_TFTU000070, CO: CO_TFTU000070, DROP) working at YARD001.36; 61 s
2024-11-14 10:39:16 INFO SC017 (TO: TO_CO_TFTU000065, CO: CO_TFTU000065, DROP) working at WS004.01; 60 s
2024-11-14 10:39:19 INFO SC016 (TO: TO_CO_TFTU000096, CO: CO_TFTU000096, PICK) working at QC003; 60 s
2024-11-14 10:39:27 INFO SC020 (TO: TO_CO_TFTU000031, CO: CO_TFTU000031, DROP) working at WS012.01; 60 s
2024-11-14 10:39:27 INFO SC002 (TO: TO_CO_TFTU000085, CO: CO_TFTU000085, DROP) working at WS003.01; 60 s
2024-11-14 10:39:29 INFO SC009 (TO: TO_CO_TFTU000036, CO: CO_TFTU000036, DROP) finished at WS010.01
2024-11-14 10:39:29 INFO SC009 (TO: TO_CO_TFTU000099, CO: CO_TFTU000099, PICK) driving to QC005; 88 s; 486343 mm
2024-11-14 10:39:30 INFO SC006 (TO: TO_CO_TFTU000082, CO: CO_TFTU000082, DROP) finished at YARD001.31
2024-11-14 10:39:30 INFO SC006 (TO: TO_CO_TFTU000095, CO: CO_TFTU000095, PICK) driving to QC003; 24 s; 132657 mm
2024-11-14 10:39:45 INFO SC011 (TO: TO_CO_TFTU000103, CO: CO_TFTU000103, PICK) working at QC003; 60 s
2024-11-14 10:39:49 INFO SC005 (TO: TO_CO_TFTU000073, CO: CO_TFTU000073, PICK) finished at QC005
2024-11-14 10:39:49 INFO SC005 (TO: TO_CO_TFTU000073, CO: CO_TFTU000073, DROP) driving to WS010.01; 88 s; 486343 mm
2024-11-14 10:39:49 INFO SC014 (TO: TO_CO_TFTU000104, CO: CO_TFTU000104, PICK) waited at QC005; 18 s
2024-11-14 10:39:49 INFO SC014 (TO: TO_CO_TFTU000104, CO: CO_TFTU000104, PICK) working at QC005; 60 s
2024-11-14 10:39:57 INFO SC004 (TO: TO_CO_TFTU000062, CO: CO_TFTU000062, PICK) finished at QC001
2024-11-14 10:39:57 INFO SC004 (TO: TO_CO_TFTU000062, CO: CO_TFTU000062, DROP) driving to WS002.01; 65 s; 360685 mm
2024-11-14 10:39:59 INFO SC012 (TO: TO_CO_TFTU000086, CO: CO_TFTU000086, DROP) working at WS002.01; 60 s
2024-11-14 10:39:59 INFO SC001 (TO: TO_CO_TFTU000068, CO: CO_TFTU000068, DROP) finished at YARD001.05
2024-11-14 10:39:59 INFO SC001 (TO: TO_CO_TFTU000080, CO: CO_TFTU000080, PICK) driving to QC001; 17 s; 92693 mm
2024-11-14 10:40:03 INFO SC007 (TO: TO_CO_TFTU000089, CO: CO_TFTU000089, PICK) finished at QC005
2024-11-14 10:40:03 INFO SC007 (TO: TO_CO_TFTU000089, CO: CO_TFTU000089, DROP) driving to YARD001.44; 11 s; 63157 mm
2024-11-14 10:40:04 INFO SC018 (TO: TO_CO_TFTU000075, CO: CO_TFTU000075, PICK) finished at QC006
2024-11-14 10:40:04 INFO SC018 (TO: TO_CO_TFTU000075, CO: CO_TFTU000075, DROP) driving to YARD001.19; 67 s; 372637 mm
2024-11-14 10:40:06 INFO SC003 (TO: TO_CO_TFTU000064, CO: CO_TFTU000064, DROP) finished at YARD001.45
2024-11-14 10:40:06 INFO SC003 (TO: TO_CO_TFTU000107, CO: CO_TFTU000107, PICK) driving to QC006; 20 s; 112637 mm
2024-11-14 10:40:12 INFO SC008 (TO: TO_CO_TFTU000039, CO: CO_TFTU000039, DROP) working at WS003.01; 60 s
2024-11-14 10:40:13 INFO SC015 (TO: TO_CO_TFTU000067, CO: CO_TFTU000067, DROP) finished at WS001.01
2024-11-14 10:40:13 INFO SC015 (TO: TO_CO_TFTU000113, CO: CO_TFTU000113, PICK) driving to QC005; 25 s; 136343 mm
2024-11-14 10:40:15 INFO SC007 (TO: TO_CO_TFTU000089, CO: CO_TFTU000089, DROP) working at YARD001.44; 61 s
2024-11-14 10:40:16 INFO SC001 (TO: TO_CO_TFTU000080, CO: CO_TFTU000080, PICK) working at QC001; 60 s
2024-11-14 10:40:16 INFO SC013 (TO: TO_CO_TFTU000070, CO: CO_TFTU000070, DROP) finished at YARD001.36
2024-11-14 10:40:16 INFO SC013 (TO: TO_CO_TFTU000111, CO: CO_TFTU000111, PICK) driving to QC004; 15 s; 83174 mm
2024-11-14 10:40:16 INFO SC017 (TO: TO_CO_TFTU000065, CO: CO_TFTU000065, DROP) finished at WS004.01
2024-11-14 10:40:16 INFO SC017 (TO: TO_CO_TFTU000105, CO: CO_TFTU000105, PICK) driving to QC005; 52 s; 286343 mm
2024-11-14 10:40:19 INFO SC016 (TO: TO_CO_TFTU000096, CO: CO_TFTU000096, PICK) finished at QC003
2024-11-14 10:40:19 INFO SC016 (TO: TO_CO_TFTU000096, CO: CO_TFTU000096, DROP) driving to YARD001.27; 17 s; 92657 mm
2024-11-14 10:40:19 INFO SC006 (TO: TO_CO_TFTU000095, CO: CO_TFTU000095, PICK) waited at QC003; 25 s
2024-11-14 10:40:19 INFO SC006 (TO: TO_CO_TFTU000095, CO: CO_TFTU000095, PICK) working at QC003; 60 s
2024-11-14 10:40:20 INFO SC010 (TO: TO_CO_TFTU000100, CO: CO_TFTU000100, PICK) working at QC005; 60 s
2024-11-14 10:40:27 INFO SC003 (TO: TO_CO_TFTU000107, CO: CO_TFTU000107, PICK) working at QC006; 61 s
2024-11-14 10:40:27 INFO SC020 (TO: TO_CO_TFTU000031, CO: CO_TFTU000031, DROP) finished at WS012.01
2024-11-14 10:40:27 INFO SC020 (TO: TO_CO_TFTU000125, CO: CO_TFTU000125, PICK) driving to QC005; 106 s; 586343 mm
2024-11-14 10:40:27 INFO SC002 (TO: TO_CO_TFTU000085, CO: CO_TFTU000085, DROP) finished at WS003.01
2024-11-14 10:40:27 INFO SC002 (TO: TO_CO_TFTU000120, CO: CO_TFTU000120, PICK) driving to QC007; 79 s; 436377 mm
2024-11-14 10:40:30 INFO SC019 (TO: TO_CO_TFTU000035, CO: CO_TFTU000035, DROP) working at WS010.01; 60 s
2024-11-14 10:40:31 INFO SC013 (TO: TO_CO_TFTU000111, CO: CO_TFTU000111, PICK) working at QC004; 60 s
2024-11-14 10:40:36 INFO SC016 (TO: TO_CO_TFTU000096, CO: CO_TFTU000096, DROP) working at YARD001.27; 60 s
2024-11-14 10:40:45 INFO SC011 (TO: TO_CO_TFTU000103, CO: CO_TFTU000103, PICK) finished at QC003
2024-11-14 10:40:45 INFO SC011 (TO: TO_CO_TFTU000103, CO: CO_TFTU000103, DROP) driving to WS003.01; 56 s; 310685 mm
2024-11-14 10:40:50 INFO SC014 (TO: TO_CO_TFTU000104, CO: CO_TFTU000104, PICK) finished at QC005
2024-11-14 10:40:50 INFO SC014 (TO: TO_CO_TFTU000104, CO: CO_TFTU000104, DROP) driving to YARD001.27; 35 s; 192193 mm
2024-11-14 10:40:50 INFO SC015 (TO: TO_CO_TFTU000113, CO: CO_TFTU000113, PICK) waited at QC005; 12 s
2024-11-14 10:40:50 INFO SC015 (TO: TO_CO_TFTU000113, CO: CO_TFTU000113, PICK) working at QC005; 60 s
2024-11-14 10:40:59 INFO SC012 (TO: TO_CO_TFTU000086, CO: CO_TFTU000086, DROP) finished at WS002.01
2024-11-14 10:40:59 INFO SC012 (TO: TO_CO_TFTU000040, CO: CO_TFTU000040, PICK) driving to QC005; 34 s; 186343 mm
2024-11-14 10:41:02 INFO SC004 (TO: TO_CO_TFTU000062, CO: CO_TFTU000062, DROP) working at WS002.01; 60 s
